index,label,tweet
10362,0,रोडको बीचबाट खोलो बगेको छ सम्बृद्ध नेपाल सुखी नेपाली भन्दै भोट मागेका छन्।चाँडै नै नेपाली जनतालाई एकछाक खान पनि धौ धौ बनाइदेउ हुने नेताजी
10371,0,जनता उत्साहित छन्। भोट गर्दा विवेक प्रयोग गर्नु होला छ भने।
10372,0,यो काम त केपी शर्मा ओली नेतृत्वकै सरकारले गरेको हो नि। भोट हाल्नु अगाडि यो तथ्य बुझौ है।त्यसैले आठ सूर्य सात छाप
10385,0,सालको स्थानीय तह निर्वाचन जितेका मात्रै नभएर हारेका उम्मेदवारहरू पनि फेरि दोहोरिएका छन्। सुर्खेतमा वटा स्थानीय तह छन्।
10388,0,नेपाली जनताहरुको प्रबिधि इस्थर यस्तो छ कि गाली गर्योकी गाली को इस्थर नै खस्किनछ।काठमाडौं मा हुदा सम्म         भनेर काठमाडौं को सडक मा उफियो । तर आफ्नो गाउँ ठाँउ मा भोट हाल्दा चाहिँ   मासुभात रे। चाहिँ फलानो मासुभातमा रे
10392,0,काठमाडौं महानगरः प्रचण्ड नातावादमा लागेको भन्दै माओवादीका तीन वडाध्यक्ष उम्मेदवार एमाले प्रवेश
10410,0,जाँबड भए नि काट्मान्नुको मेयर बनाम्न परो बालेन दादा लाई
10418,0,जनताले सबैलाई मिलाएर भोट दिएजस्तो छ ।
10419,0,सत्ता गठबन्धनले घोराही र तुलसीपुर उपमहानगरपालिकाका साथै बंगलाचुली गाउँपालिकामा मात्रै गठबन्धनका तर्फबाट उम्मेदवारी दिएको छ । पालिकामध्ये अन्य सबै पालिकामा एकल उम्मेदवारी परेको छ । घोराही र तुलसीपुरका कतिपय वडामा पनि एकल उम्मेदवारी परेको छ ।
10435,0,"आज    हरेक नेपाली ले सार्बभौम महशुस गरेको दिन, ठुला बडा नतमस्तक परेको दिन, धेरै झुपडी मा मीठो खान्की पाकेको दिन, उसका सुनौला सपनाहरू अरुले नै बुनि दियेको दिन ! ये बर्षै पिक्छे चुनाव गर्न मिल्दैन !! "
10453,0,सप्तरीको राजगढ गाउँपालिकाको अध्यक्षमा एमाले र उपाध्यक्षमा जसपा विजयी
10458,0,दुई जनै एमाले?
10468,0,डनका पिताका सन्तानलाई हेपने हैसिय कुन नेपाली सग हाेला र ? अपहरण सम्म हुन सक्ने डर त्रास का कारणलेनै हाेला पक्कै पनि तेश्राे पाेजिसन भन्दा तलत झर्दैन हाेला ?
10473,0,व्यास नगरपालिका– रिस्ती मतदान केन्द्रमा पुनः मतदान माग
10478,0,काँग्रेसमा एमालेको अध्यक्षलाई गाली गरेर चर्चामा आईन्छ भन्ने मान्यता देखियाेः एमाले उपसचिव रिमाल
10481,0,"दुई मुठ्ठी मुरै, एक बोतल पेप्सी, एक बोतल बियर, एक घ्याम्पा जाँड अनि , जनालाई मलेसिया     नेपाली काउरेसको घोषणापत्र पुरा भयो "
10486,0,निर्वाचन आयोगले ह्या गर्छ त्या गर्छ अन्त्यमा नाङो हुन्छ
10488,0,सुरक्षा निकाय र स्थानीय प्रशासनलाई निर्वाचन आयोग दिएको बुँदे निर्देशनमा के छ ? (निर्देशनसहित)
10509,0,भारतिय सिमा गाउँमा । सन्दर्भ स्थानीय निर्वाचन ।
10511,0,एकीकृत समाजवादीका सल्यान उपाध्यक्ष र दैलेख उपसचिव पार्टी छाडेर एमाले प्रवेश
10515,0,यहाँका चार पालिकाको मतपरिणाम सार्वजनिक भएको छ । जसमा तीन पालिकामा नेपाली कांग्रेसले जितेको छ भने एउटामा नेकपा माओवादी केन्द्रले जित निकालेको छ ।
10516,0,स्थानीय तह निर्वाचनमा आफ्नो प्रभाव भएका धेरै ठाउँमा नेकपाले स्वतन्त्र उम्मेदवार खडा गरेको छ। यसलाई पार्टी नीति विपरीत भन्दै नेता बास्तोलाले वैशाखमा विज्ञप्ति निकालेर उम्मेदवारी फिर्ता लिन निर्देशन दिएका थिए। यसबाट विप्लव क्रुद्ध थिए।
10517,0,"केपी ओलीको गृहनगर दमकमा अघोषित रुपमा गठबन्धन ब्रेक, सहजै जित्ने अवस्थामा एमाले "
10527,0,काङ्ग्रेसीले फेरी एमाले कता हार्छ मात्रै हेर्दै रहेछन् तिन्का दुख
10533,0,"याे चुनावमा हार्ने पर्ने केही व्यक्तिहरू ।। शेर ब देउवा, प्रचण्ड,माधव नेपाल,आर्जु देउवा,रेणु दाहल,गगन थापा,जनार्दन शर्मा बांकि अर्काे ट्विटमा।।।"
10546,0,भरतपुर र काठमाडौँमा एमाले जिताउन लागि पर्नु भएका एक सच्चा काँग्रेसप्रति यस्तो नमन
10551,0,लम्किचुहा नगरपालिकाको अपडेट!वडाअध्यक्षको परिणाम :  वडा-( मत गणना गर्दा) एमाले- माओवादी केन्द्र- राप्रपा- निमकिपा-  वडा-( मत गणना गर्दा) एकीकृत समाजवादी- एमाले- नेपाल लोकतान्त्रिक- राप्रपा-
10555,0,"अछामको साफेबगरनगर नगरपालिकाकाे मतदान केन्द्रमा गठबन्धन र एमाले कार्यकर्ताबीच झडप, मतदान अवराेध "
10559,0,"चुनावको अर्को नाम हो– निर्वाचन । वाचन शब्दमा ‘निर्’ उपसर्ग लागेपछि बन्छ निर्वाचन, जसको शाब्दिक अर्थ हुन्छ– नबोल्नु । नबोलीकन, संकेतबाटै आफूलाई मन परेको मानिस छान्ने काम नै हो– निर्वाचन । ‘मैले यसलाई रोजें’ भन्दा रोजाइमा नपर्ने मानिस रिसाउने वा क्षुब्ध हुने भय रहन्छ ।"
10560,0,रेनु दाहाललाई कुनै शंका नहुने गरी सहयोग गर्नुपर्छ– शेर बहादुर देउवा -  :
10562,0,खोटाङमा प्रमुख तथा उपप्रमुखको दौडमा वडाध्यक्ष
10564,0,रेणु दाहाललाई कुनै पनि शंका नहुनेगरी सहयोग गर्नुहोस् : देउवा
10568,0,"पहिले गठबन्धन नै नगर्नु पर्ने थियो , त्यती मात्रै नभएर पार्टी सभापती स्वयम प्रचण्ड बुहारीलाई जुन सुकै हालतमा पिठ्यु बोक्न तत्पर हुनु अशोभनिय छ !           के देउवाले प्रचण्डलाई घाट सम्मै बोक्ने ठानेका छन ?"
10589,0,"प्रारम्भिक परिणामले देखाएको संकेत-अहिलेको अग्रता कायम रहँदा सबै मत गणना सकिँदासम्म (पालिका प्रमुख अध्यक्षमा)नेपाली कांग्रेस- % आसपासनेकपा एमाले- % आसपासमाओवादी केन्द्र- % आसपास जसपा- % आसपासनेकपा एस- % आसपासलोसपा, राप्रपा, स्वतन्त्र लगायत बाँकी- % आसपास"
10590,0,देखेउ हैन यमाले भोट मैले का हाले
10594,0,एन्फा निर्वाचन : गण्डकी प्रदेशबाट जिल्लालाई मताधिकार
10595,0,मित्र ठिक भन्नुभयाे अब मेहनत गर्नुस् जितेकामा भक्तपुर बनाउनुस् एमाले संघ र प्रदेशमा हावा खान्छ तर विचार पुर्याउन नभुल्नुस्
10600,0,"अपाङ्गता भएकाहरूलाई विभेद गर्न नपाइने व्यवस्था उल्लंघन गरेको पाइएको छ । बुढाथोकी भन्छन्, ‘अपाङ्गता भएका व्यक्तिको अधिकारसम्बन्धी ऐन र मुलुकी ऐन देवानी संहिताअनुसार निर्वाचन आयोगलाई विभेदको मुद्दा लाग्छ ।’ "
10602,0,स्वतन्त्रबाट प्रमुखकै उम्मेदवारी दिएका बालेन्द साह (बालेन)ले वडा नम्बर मा रहेको तीनकुने गैरीगाउँस्थित अन्नपूर्ण केन्द्रबाट मतदान गर्नेछन्।
10610,0,घर दैलो कार्यक्रम गर्दा नमुना मत पत्र पनि दिई मतदातालाई सुचित गर्न अनुरोध छ।( गत चुनावमा लाख भोट बदर भएको थियो)।
10612,0,"मैले चुनाव जितेका दिन, उनले मलाई भोट हालेको हुनुपर्छ ।लोकतन्त्रमा दलतन्त्र जनताले, ईतिहास फेर्न फालेको हुनुपर्छ ।"
10615,0,"""राष्ट्रिय लौरो पार्टी नेपाल ""भनेर पार्टी खोल्ने- हरु को पनि स्कोप देखियो है ,अव क-कसले पो उछिन्ने हुन  !"
10621,0,नेपाली जनताको आशाको केन्द्र एमाले हो: अध्यक्ष ओली
10622,0,"छिटपुट घटना वाहेक शान्तिपूर्ण - निर्वाचन अायाेग! याे निर्वाचन नै हाे!? ठाउँमा गोली चल्यो,  एकको मृत्यु, ठाउँठाउँमा झडप "
10628,0,"गोकर्णेश्वर नगरपालिका मा नेकपा एमालेको प्यानल नैं बिजयी।क द्वारिका,क केशब,क श्रीकृष्ण,क अन्जली र क सीता सबैलाइ हार्दिक बधाई !सम्पुर्ण मतदातामा हार्दिक आभार ब्यक्त गर्दछौं। "
10641,0," पानीट्यान्की ले तेस्रो बरियाता नाघेर पोख्रेल लाई माथी पुर्याउदा तिमी कुम्भकर्ण जस्तै सुतेका थिएऔ,?? बात गर्छौ,, एमाले तिर जाउ, भलो होला,"
10644,0,यो चाही मेरो बुरि औँला । मतदाता परिचयपत्र सहित नागरिकता लगायतका कागजातहरूमा लैङ्गिक पहिचान कायम नहुँदा सम्मानपूर्वक मतदानबाट वञ्चित समस्त पारलैङ्गिक नेपाली नागरिकहरूको ऐक्यबद्धतामा मैले भोट हालिनँ ।
10645,0,रुपन्देहीको तिलोत्तमा नगरपालिकामा नेपाली कांग्रेसको अग्रता
10650,0,"बेनी नगरपालिका-,आम्बोटका सम्राट सापकोटाले वडा अध्यक्षमा उम्मेदवारी दर्ता गर्नुभएको छ । "
10652,0,"पुस्तक : सम्झनामा फक्रिएका थुँगाहरूलेखक : रोचक घिमिरेविधा : संस्मरणसङ्ग्रह""यस पुस्तकका माध्यमबाट पाठकले नेपाली वाङ्मयलाई जीवन दिन आउने केही व्यक्तित्वको परिचय विभिन्न आयामबाट प्राप्त गर्नेछन्।""- प्रकाशकीय   "
10654,0,"अध्यक्ष, उपाध्यक्षसहित सातवटै वडाध्यक्ष र सबै वडासदस्य पदमा कांग्रेसका उम्मेदवारहरू विजयी भएका हुन्। "
10663,0,बाबुराम काका एक महिना गोरखामै सुतेर भोट माग्दा नसकेपछिको ट्वीट देख्नुभएन दाजुले ?
10672,0,"चुनावमा विष्णु रिमालको हिसाब : एमाले , गठबन्धन !    "
10679,0,काङ्रेस र माओवादी आयो यो भाइ लाई त केइ भन्न पर्दैन आफ्नै हुन रे   एमाले र राप्रपा आयो यो भाइ लाई त केइ भन्न पर्दैन आफ्नै हुन रे   दुइटै पाटिलाइ के थाह मेरो भोटलिस्टमा नाम छैन भनेर्
10689,0,देउवा सरकार लेख्न मिल्दो रैनछ
10691,0,धनुषामा निर्वाचन तयारी पूरा -
10704,0,"सिन्धुपाल्चोक, चौतारा साँगाचोकगढी नगरपालिकाप्रमुखमा माओवादीका कृष्णप्रसाद सापकोटाउपप्रमुखमा एकीकृत समाजवादीकी सीता थापा निर्वाचित ।"
10710,0,"बडिगाडमा पालिका अध्यक्ष र एमाले उमेद्वार माथी आक्रमण, दुई जना पक्राउ "
10711,0,"टिकटक, फेसबुक लगायतका सामाजिक सन्जाललाइ हेर्दा लाग्छ,यहाँ नेपाली कोही छैनन । छन त केवल,कि एमाले कि काङ्ग्रेस कि मावबादी लगायतका पार्टिका कार्यकर्ता मात्र छन ।   "
10719,0,तपाईंहरुले अहिले पनि गठबन्धन राष्ट्रिय आवश्यकता हो भनेर हँसिया हथौडामा भोट हाल्नुभएन भने देश दुर्घटनामा जानसक्छ’ प्रचण्डले चेतावनी दिँदै भने।
10720,0,"प्रेस विज्ञप्ति: स्थानीय निर्वाचन को जारी नतिजाबारेस्थानीय निर्वाचन, को परिणाम आउने क्रम जारी छ। विवेकशील साझा पार्टीको नतिजा अपेक्षाकृत आउन नसकेकोमा हामी अत्यन्तै दुःखी छौँ।विज्ञप्तिको पूर्णपाठ: "
10723,0,शिक्षा भन्दा बढी प्राथमिक बिषय हो राजनीति र निर्वाचन भन्ने कुरो
10767,0,काठमाडौं महानगरकाे मेयर पदमा कस्ले बाजि मार्ने छन्। भाेट गरि हेराैं।
10782,0,समय संगै सार्थकता पाएको एउटा तस्विर जसले विगत र बर्तमान राम्रोसँग बुझाएको छ। जै नेपाल ।
10794,0,नेकपा माओवादी केन्द्र बागमती प्रदेश कमिटीले स्थानीय चुनावमा बागी उम्मेदवारी दिएका पार्टीका नेताहरुलाई उम्मेदवारी फिर्ता लिन निर्देशन दिएको छ ।
10797,0,एमालेले गाउ नगर प्रदेस अनि केन्द्रिय सत्तामा बसेर काम नगरि भ्रस्टाचार कमिसन असुली दलाली मात्र गर्यो भोट त नोट्ले किन्न सकिन्छ भन्ने भ्रममा रहयो केहि हद सम्म पैसाले काम पनि गर्यो अब समाज भाड्ने एमालेको दुससाहस
10809,0,"बालेनले जित्न या भोट अन्तर धेरै नै हुनु पर्दछ।या नेवार बस्तीको भोट गन्ती गर्दा त्यताबाट पनि बालेनले भोट पाएको हुनु पर्दछ।नत्र त कुन्नि है?कुन्नि?नेवारले भोट दिदाँ जात,थर,गुठी,टोल हेरेर भोट दिने गर्दछन।अहिले नै कोइ दंग नपरौं।कोइ निराश न हौं।"
10810,0,बाबुआमाले विवाह प्रकाशमानसँग गरिदिए सिर्जनाको के दोष ? : देउवा
10818,0,ज्युँदा जनता श्रीलङ्कामा रहेछन् ! थाह छ केके गर्दैछन् ?हामी नेपाली हौं नज्युँदा ! (नज्युँदो भनेको जे हो हामी त्यही हौं) । यत्रो समय देशलाई लुटेर खोक्रो हरिकङ्गाल बनाउँदासम्म पनि सधैँ टुलुटुलु हेरेर र सहेर मात्रै बसेका छौं ! अझ उल्टो यिनैको भक्तिगानमा लागेका छौं !
10846,0,पूर्ब प्रधानमंत्री हरुले भोट गरेको वडा मा उनीहरु को पार्टी हार्यो भनेर कीचकीच गर्दै रैछनअरे खुद स्वयं आफै चुनाब हारेका होइनन् र प्रधानमन्त्रीहरु
10850,0,पूर्व पत्रकारको पार्टीले त भनिसको नि । अर्थ त्यहो त हो ।बालेनसग भोट बाडिन्छ भनेर समिक्षाले नलिदेको रे ।
10868,0,रूपन्देहीको सैनामैना नगरपालिका वडा नं को वडा अध्यक्ष पदमा नेकपा माओवादी केन्द्र विजयी भएको छ ।
10878,0,अब निर्वाचन आयोगले स्थानीय तहमा जनाको कार्यसमिति बनाउँदा नेता कार्यकर्तालाई भाग पुग्छ कि ? नत्र सबैको राजनिति धरापमा पर्ला जस्तो देख्दैछु । देशले अब कस्तो राजनिति परिवर्तन खोज्दैछ ? खोज्ने कि ?
10884,0,बालकृष्ण ढुंगेलले उठाएका सबै उम्मेदवारबिरुद्ध उजुरी नै उजुरीः लिखु र चम्पादेवीका अध्यक्षको उम्मेदवारी रद्द हुने
10907,0,"यी हुन् 'क्लीन स्वीप' भएका पालिका, तीन वटामा एमाले र एउटामा नेमकिपाको एकछत्र "
10918,0,आफनो गाउँमा भ्रष्टचारीलाई भोट दिएर काठमाण्डौमा बालेनले जित्नुपर्छ भन्न लाज लाग्दैन?
10924,0,चितवनमा सय जना कांग्रेस कार्यकर्ताद्वारा राजीनामा
10932,0,बैतडीको दोगडाकेदारका अध्यक्ष र उपाध्यक्षमा एमाले विजयी
10947,0,आज दलीय गठवन्धनको शीर्ष नेतृत्वले संवोधन गरेको रत्नपार्क काठ्माडौंमा आयोजित चुनावी सभामा सहभागी हुँदै गर्दा मेरो मोबाइबाट खिचिएको सुन्दर तस्वीर !भोट केमा ! रूखमा !नेपाली काँग्रेस ! ज़िन्दाबाद !जय नेपाल
10957,0,"प्रत्याराेप भाषणकाे अन्त्य हुनेछ ।  नेपाली जनता दलिय कार्यकर्ता मात्रै छन् भन्ने ठानेर जनतालाइ दास ठान्ने नेताको अहंकार समाप्त हुनेछ।  स्वतन्त्र नागरिकको शक्ति पहिलो पटक सहि परिक्षण हुनेछ ।  अव देखी दलले उमेदवार पैसा, परिवार, नातावाद, धनवाद, डनवाल आदिका भन्दा याेग्यताका"
10979,0,"नेपाली को बानी यिन लाई था भएर होला,निकरोड़ को गाड़ी चडने फ़ोकट मा पाए , अलकत्रा नि खाने ,हालछन गोज़ी मा नबादी भो  "
10982,0,"जित भनेको भक्तपुर नगरपालिका मा नेमकिपा को जस्तो हुनु पर्छ,अरु त सब नराम्रा-नराम्रा मा छान्नु पर्ने अप्सन नै नभएर पाएका भोट हरु हुन "
10990,0,स्थानीय तह निर्वाचन : डिजिटाइजेशन र अर्बनाइजेसनको चुनौती –
10992,0,नेपाल प्रहरीको महानिरीक्षकमा धीरजप्रताप सिंहलाई विधि मिचेर बढुवा गरिएको दाबीसहित अतिरिक्त महानिरीक्षक (एआईजी) विश्वराज पोखरेल रिट निवेदन लिएर सर्वोच्च अदालत पुगेका छन् ।
11004,0,मेरो प्रतिबद्धता महिलाका लागि सुरक्षीत नगरपालिका !
11005,0,"निर्वाचन सामग्री पुग्यो सबै जिल्लामा, मङ्गबारदेखि मतपत्र ढुवानी "
11015,0,युवा सचेत नभए नचाहेको व्यक्ति मेयर बन्न सक्छ : गगन थपा
11028,0,निर्वाचन अपडेट: एक लाख हजारको मनोनयन दर्ता
11032,0,"कब्रिस्तान में सभापति ने किया बोरिंग का उद्धघाटन,पार्षदो ने जताया सभापति का आभार "
11041,0,बूढानीलकण्ठ- मा एमाले उमेदवार सुरेन्द्र लामा विजयी
11059,0,"नोट:- अन्तिम घडिसम्म केही नभएको अबस्थामा, प्रचण्डले जितका लागि कुन हदसम्म झर्छन् भन्ने हो । र यो पनि एमाले काङ्ग्रेसलाई देशभरी चुनाब लाग्दैछ तर माओवादीलाई भरतपुरमा मात्रै ।"
11064,0,कोहलपुर नगरपालिका वडा नम्बर र को जम्मा मतगणना गर्दा ।    मेयर   उप-मेयररुख -   सुर्य -  माओवादि -
11065,0,चितवनमा सय ले लिए उम्मेदवारी फिर्ता
11068,0,राम्रो गर्ने जहिले पनि पराजय हुने खेल नेपाली राजनीति हो !
11072,0,हेर्न र सुन्न लायकको एउटा रिजल्ट बल्ल आयो !!चापाकोट न पा वार्ड न  को मतगणना गर्दा मेयर रुख - मेयर सुर्य - उप मेयर रुख - उप मेयर सुर्य - वार्ड अध्यक्ष रुख -वार्ड अध्यक्ष सुर्य -
11077,0," एमाले कमजोर बनाउन माओवादी र एकीकृत समाजवादीलाई प्रयोग गर्नुपर्छ भन्ने कांग्रेसको रणनीति नै हो   ""   ""    "
11085,0," माओवादीसँग मिल्ने ढ्वाँग फुटाउन लाउने, कसले फुटायो भन्दा माओवादीले भनेर गठबन्धनको धज्जी उडाउने तिमी ठिक, अनि एमाले अघि आउने बित्तिकै मतगणना रोकेर भित्र भित्र निर्वाचन अधिकृत देखि प्रहरी प्रशासन खल्तीमा राख्ने अनि ठूला कुरा गर्ने, काँग्रेस कालै हो भाई जति नुहाए पनि ।"
11115,0,भरतपुरकी मेयर उम्मेदवार रेनुले गरिन् मतदान
11117,0,वर्षीय सिन्धुपाल्चोक निवासी बालिका मट्टीतेल दुर्घटना परेर मा उपचाररत।मानव पीडा चुनाव भनेर रोकिन्न।नेता बन्न सजिलो छ सेवक बन्न पो कठिन।चुनाव  वर्ष मा आउँछ मानव पीडा दैनिक।
11122,0,भिरकोट नगरपालिकाको मेयर र उपमेयर दुवैमा कांग्रेस विजयी
